48123,73455,51402,,,,,,
48294,,51092,51862,51862,,,,
48123,51761,48948,54756,51619,,,12649,48948
48123,,73754,56111,56111,,,,
48123,62187,50229,,,,,,
48123,62187,50229,,,,,,
48123,62187,50229,,,,,,
48123,62187,50229,,,,,,
48123,62187,50229,,,,,,
48123,62187,50229,,,,,,
48123,51493,50229,,,,,,
48123,51493,50229,,,,,,
48123,51493,50229,,53839,,,,
48123,51493,50229,,,,,,
48123,51493,50229,,,,,,
48123,51493,50229,,,,,,
48123,51493,50229,,,,,,
48123,51493,50229,,,,,,
48123,51493,50229,,,,,,
48123,51493,50229,,,,,,
48123,51493,50229,,,,,,
48123,51493,50229,,,,,,
48123,55939,50229,,,,,,
48123,55939,50229,,,,,,
48123,55939,50229,,,,,,
48123,55939,50229,,,,,,
48123,55939,50229,,,,,,
48123,55939,50229,,,,,,
48123,55939,50229,,,40691,,,
48123,73944,50229,53109,,,,,
48123,62855,50229,,,,,,
48123,50943,50657,,,,,,
48123,57206,67485,,,,,,
48123,57206,67485,,,,,,
48123,57206,67485,,,,,,
48123,57206,67485,,,,,,
48123,57206,67485,,,,,,
48123,57206,67485,,,,,,
48123,57206,67485,,,,,,
48123,57206,67485,,,,,,
48123,57206,67485,,,,,,
48123,57206,67485,,,,,,
48123,57206,67485,,,,,,
48123,57206,67485,,,,,,
48123,52418,52402,52735,48883,,,,
48123,52418,52402,52735,48883,,,,
48123,76209,57086,,,,,101884,
48123,76209,57086,51892,52774,,,,
48123,50800,57086,49005,57086,,,,
48123,50800,57086,49005,57086,,,,
48123,50800,57086,49005,57086,,,,
48123,,57086,54176,57713,,,,
48123,53767,57086,,49380,,,,
48123,,57086,68254,49380,,,87039,
48123,,57086,,49380,,,,
48123,53767,57086,,49380,,,,
48123,52418,52402,52735,48883,,,,
48123,52418,52402,52735,48883,,,,
48123,52418,52402,52735,48883,,,,
48123,52418,52402,52735,48883,,,,
48123,52418,52402,52735,48883,,,,
48123,52418,52402,52735,48883,,,,
48123,,52402,54688,48883,,,,
48123,81239,52402,53245,52402,,,,
48123,81239,52402,53245,52402,,,,
48123,81239,52402,53245,52402,,,,
48123,81239,52402,53245,52402,,,,
48123,81239,52402,53245,52402,,,,
48123,81239,52402,53245,52402,,,,
48123,81239,52402,53245,52402,,,,
48123,81239,52402,53245,52402,,,,
48123,60871,52402,48361,48361,,,,
48123,60871,52402,48361,48361,,,,
48123,60871,52402,48361,48361,,,,
48123,60871,52402,48361,48361,,,,
48123,60871,52402,48361,48361,,,,
48123,60871,52402,48361,48361,,,,
48123,60871,52402,48361,48361,,,,
48123,64916,51830,,,,,,
48123,48257,51830,50928,50928,,,67850,
48123,51355,67485,,,,,,
48123,51355,67485,,,,,,
48123,51355,67485,,,,,,
48123,51355,67485,,,,,,
48123,51355,67485,,,,,,
48123,51355,67485,,,,,,
48123,51355,67485,,,,,,
48123,51355,67485,,,,,,
48123,51355,67485,,,,,,
48123,48257,51830,50928,50928,,,83501,
48123,48257,51830,53105,53105,,,55275,
48123,48257,51830,53105,53105,,,,
48123,53406,49066,,,,,,
48123,53406,49066,,,,,,
48123,53406,49066,,,,,,
48123,53406,49066,,,,,,
48123,53406,49066,,,,,,
48123,53406,49066,,,,,,
48123,53406,49066,,,,,,
48123,48631,59454,,,,,21769,
48123,48631,59454,,,,,,
48123,48631,59454,,,,,,
48123,48631,59454,,,,,,
48123,49384,94046,,,,,,
48123,49384,94046,,,,,,
48123,,52402,54688,48883,,,,
48123,,52402,54688,48883,,,,
48123,,52402,54688,48883,,,,
48294,,52402,54688,48883,,,,
48123,,52402,54688,48883,,,,
48123,,52402,54688,48883,,,,
48123,,52402,54688,48883,,,,
48123,,52402,54688,48883,,,,
48123,55728,49220,,,,,,
48123,48394,52043,,48533,,,,
48123,54117,61185,,,,,,
48123,50991,48656,,,,,,
48123,54117,61185,,,,,,
48123,49153,49123,,,,,,
48123,48288,55527,,54261,,,,
48123,57971,68912,,,,,,
48123,59002,49139,,,,,,
48123,59745,58831,,,,,,
48123,98305,50475,,93624,123,,123,
48123,53112,50475,,52648,,,,
48123,65708,50475,,,,,,
48123,53112,50475,,68200,,,,
48123,62460,61185,,,,,,
48123,57583,70297,96297,96297,,,,
48123,81173,69476,,,,,,
48123,52568,60452,,,,82084,44972,
48123,53209,53556,70615,53556,,,,
48123,50022,51417,,,,,,
48123,51296,67813,,,,,,
48123,70286,60511,,,,,,
48123,81173,69476,,,,,,
48123,65089,65463,,,,,,
48123,64798,49139,,,,,,
48123,105120,59832,,55444,,,,
48123,67135,62136,,,,,,
48123,56990,50867,,52258,,,,
48123,90269,51830,105138,,,,,
48123,50930,54401,54854,62204,,,,
48123,49153,49123,,,,,,
48123,49153,49123,,,,,,
48123,49153,49123,,,,,,
48123,49153,49123,,,,,,
48123,49153,49123,,,,,,
48123,49153,49123,,,,,,
48123,74125,55757,,,,,100538,
48294,53055,99107,,,,,,
48123,49592,72779,,,,,,
48123,59745,58831,,,,,,
48123,,48948,48517,48948,,,,
48123,57584,60511,,73819,,,,
48123,57971,68912,,,,,,
48123,67623,50179,,,,,,
48123,56793,54625,,,,,,
48123,57859,50731,75398,,,,,
48123,48415,55527,,,,,,
48123,56478,55527,,,,,,
53818,48288,55527,,54261,,,,
48123,50784,48320,,,,,,
48123,50784,48320,,,,,,
48123,50784,48320,,,,,,
48123,50784,48320,,,,,,
48123,,79157,,79157,166,,166,
48123,,79157,,79157,167,,167,
48123,48415,55527,,,,,,
48123,59805,48242,,,,,,
48123,53952,66728,,,,,,
48123,70318,55825,51810,55825,,,,
48123,48923,53316,,51160,,,,
48123,48891,55527,,,,,,
48123,60346,51437,,,,,,
48123,54535,55527,,,,,,
48123,64773,54333,48347,66484,,,,
48123,64773,54333,48347,66484,,,,
48123,64773,54333,48347,66484,,,,
48123,63599,54333,48347,66484,,,,
48123,52263,54333,,,,,,
48123,53811,54333,,,,,,
48123,53811,54333,,,,,,
48123,53811,54333,,,,,,
48123,53811,54333,,,,,,
48123,53811,54333,,,,,,
48123,50878,54333,,102903,,,,
48294,48475,54333,,102903,,,,
48123,50878,54333,,102903,,,,
48123,50878,54333,,102903,,,60166,
48123,50878,54333,,102903,,,,
48123,49182,54333,,102903,,,,
48123,48210,54333,,,,,,
48123,48210,54333,,,,,,
48123,48210,54333,,,,,,
48123,48210,54333,,,,,,
48123,48210,54333,,102903,,,,
48123,48210,54333,,,,,,
48123,48210,54333,,,,,,
48123,48210,54333,,,,,,
48123,48210,54333,,,,,16668,
48123,48210,54333,,,,,,
48123,48210,54333,,,,,,
48123,48210,54333,,,,,,
48123,48210,54333,,102903,,,,
48123,48210,54333,,,,,,
48123,48210,54333,,,,,,
48123,48210,54333,,,,,,
48123,76341,69526,,90338,,,,
48123,67381,69526,,90338,,,33072,
48123,54799,49556,,,,,,
48123,54799,49556,,,,,,
48123,54799,49556,,,,,,
48123,60546,94128,,,,,,
48123,60546,94128,,,,,,
48123,50074,94128,,,,,,
48123,50074,94128,,,,,,
48294,50074,94128,,,,,,
48123,50074,94128,,,,,,
48123,50074,94128,,,,,,
48123,50074,94128,,,,,,
48123,50074,94128,,,,,,
48123,50074,94128,,,,,,
48123,50074,94128,,,,,,
48123,60546,94128,,,,,,
48123,60546,94128,,,,,,
48123,60546,94128,,,,,,
48123,52901,62237,,,,,,
48123,52623,49903,,73552,,,,
48123,52623,49903,,73552,,,,
48123,52623,49903,,73552,,,,
48123,52623,49903,,73552,,,,
48123,52623,49903,,73552,,,,
48123,52623,49903,,73552,,,,
48123,52623,49903,,73552,,,,
48123,52623,49903,,73552,,,,
48123,52901,62237,,,,,,
48123,52901,62237,,,,,,
48123,52901,62237,,,,,,
48123,64555,49903,,,,,,
48123,64555,49903,,,,,,
48123,64555,49903,,,,,,
48123,64555,49903,,,,,,
48123,64555,49903,,,,,,
48123,64555,49903,,,,,,
48123,64555,49903,,,,,,
48123,64555,49903,,,,,,
48123,64555,49903,,,,,,
48123,64555,49903,,,,,,
48123,54799,49556,,,,,,
48123,48344,50369,,,,,,
48123,48344,50369,,,,,,
48123,48344,50369,,,,,,
48123,48344,50369,,,,,,
48123,48344,50369,,,,,,
48123,48344,50369,,,,,,
48123,48344,50369,,,,,,
48123,48344,50369,,,,,,
48123,51017,52503,,,,,,
48294,75751,52503,,,,,,
48123,75751,52503,,,,,,
48123,75751,52503,,,,,,
48123,75751,52503,,,,,,
48123,75751,52503,,,,,,
48123,75751,52503,,,,,,
48123,75751,52503,,,,,,
48123,75751,52503,,,,,,
48123,75751,52503,,,,,,
48123,49238,48522,52175,48522,,,,
48123,,48522,52175,48522,,,,
48123,49238,48522,52175,48522,,,,
48123,49238,48522,52175,48522,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,49141,48292,,,,,,
48123,54153,49947,,,,,,
48123,54153,49947,,,,,,
48123,54153,49947,,,,,,
48123,54153,49947,,,,,,
48123,52901,62237,,,,,,
48123,52901,62237,,,,,,
48123,,75832,56140,61490,,,,
48123,,75832,56140,61490,,,,
48123,,75832,56140,61490,,,,
48123,,75832,56140,61490,,,,
48123,,75832,56140,61490,,,,
